codice esercizio,COMUNE,name,operator,INDIRIZZO 1,INDIRIZZO 2,phone,FAX,EMAIL,SITO,N_CAMERE,N_POSTI_LETTO,oh,lat,lng
47620,TRIESTE,Belcinque,Lombardi Rachele,Via Belpoggio,5,+39 335 6894545,,,http://www.belcinque.it,2,4,"Jan 01 - Feb 01, Feb 08 - Aug 02, Aug 09 - Dec 31",45.6449529,13.7602211
53480,TRIESTE,Better,Doratti Alessandra,Via Udine,20,+39 040 2452935;+39 335 6602822,,alessandra.doratti@gmail.com,http://www.bettertrieste.it,3,5,"Jan 01 - Jan 31, Mar 01 - Nov 20, Nov 30 - Dec 31",45.6583725,13.7732852
70800,TRIESTE,,Maurizio Bobini,Località Contron,536,+39 333 3277212,,mauriziobobini@gmail.com,,1,2,Apr 01 - Dec 31,,
68140,TRIESTE,Felicia,Felicia Simeoli,Via Fabio Severo, 90/1,+39 328 1551487;+39 3385337232,,danielmiccu@gmail.com,,1,3,"Aug 25 - Nov 20, Nov 28 - Dec 31",45.6574966,13.7882868
67100,TRIESTE,,Caterina Cinello,Via dei Navali,28,+39 040 309067;+39 329 8794591,,licia.davanzo@gmail.com,,1,2,Jun 01 - Oct 30,45.6416424,13.7724432
67301,TRIESTE,,De Leichenfeld,Via Giusto dei Girardi,7,+39 040 944553;+39 342 6694977,,elloy@tin.it,,2,4,"Jun 01 - Aug 31, Sep 15 - Oct 15, Dec 01 - Dec 31",45.6459424,13.790857
62020,TRIESTE,,,Strada per Longera,46,+39 338 1903078,,margherita.rudella@libero.it,,2,5,"Jan 01 - Jan 15, Feb 04 - Feb 28, Mar 08 - Nov 11, Dec 01 - Dec 31",45.652468,13.8107104
54844,TRIESTE,Le 5 Muse,Roscioli Valeria,Via del Pucino,12,+39 347 6928439,,le5muse@email.it,,2,5,"Jan 01 - Jan 24, Feb 01 - Nov 20, Nov 28 - Dec 31",45.7131518,13.7113906
66781,TRIESTE,Lo Studio di Joyce,Andrea Gargano,via Roma,20,+39 347 4449936;+39 347 4449936,,andreagargano@libero.it,http://www.lostudiodijoyce.it,3,7,"Apr 14 - May 02, May 06 - Nov 10, Nov 14 - Dec 31",45.6529668,13.7725251
60980,TRIESTE,Nebojsega,Svab Luka,Località Centa,34,+39 348 5861205,+39 040 220197,info@nebojsega.com,http://www.nebojsega.com,1,4,"Jan 01 - Feb 01, Feb 12 - Nov 06, Nov 14 - Dec 31",,
65002,TRIESTE,,Radovancev Jelena,Via Carlo Ghega,3,+39 040 2601625;+39 342 8983401,,info@66trieste.com,,3,8,"Feb 01 - Feb 15, Mar 01 - Dec 31",45.6558926,13.7726022
70621,TRIESTE,Traveller Jack,Claudia Diano,Via Enea Silvio Piccolomini,3,+39 349 7786032;+39 349 7786032,,claudia.diano81@gmail.com,,1,1,Mar 27 - Dec 15,45.653264,13.7833141
47941,TRIESTE,Vastu Vidya,Gotti Pamela,Via Muzzile,11,+39 338 3155841,,info@triestebbvastu.it,http://www.triestebbvastu.it,1,2,"Jan 01 - Jan 29, Mar 01 - Dec 31",,
39280,TRIESTE,,Vidal Jhaira,Via Battistine,24,+39 338 2287085,,info@triestebedandbreakfast.it,http://www.triestebedandbreakfast.it,3,6,"Jan 01 - Jan 10, Mar 04 - Aug 20, Aug 28 - Dec 31",,
2642,TRIESTE,Ad Hoc,Zocchi Vida,Via Paduina,4,+39 347 8310930,+39 040 4528661,zocchi-ts@libero.it,,2,8,"Jan 01 - Jan 20, Feb 01 - Feb 15, Mar 01 - Jun 15, Jun 18 - Dec 20",45.6515805,13.7812315
3901,TRIESTE,Ai 7 Olivi,Cimenti Annalisa,Salita di Contovello,74,+39 040 421086;+39 339 6054204,,annalisa.cimenti@email.it,http://www.bedandbreakfastai7olivitrieste.it,2,4,"Feb 06 - Feb 28, Mar 05 - Nov 16",45.6915881,13.7435781
37841,TRIESTE,Ai Moretti,Moretti Marcello,Piazza Venezia,1,+39 040 2602063;+39 328 7692696,,info@aimoretti.it,http://www.aimoretti.it,3,6,"Jan 01 - Jan 07, Jan 25 - Jan 31, Feb 08 - Dec 31",45.6468241,13.7619234
2399,TRIESTE,Al Ferdinandeo,Bon Marzia,Via dellEremo,231,+39 040 912547;+39 340 6437734  338 1333522,,info@alferdinandeo.it,http://www.alferdinandeo.it,3,6,"Jan 01 - Jan 03, Mar 04 - Aug 25, Sep 02 - Dec 12, Dec 27 - Dec 31",45.6441874,13.8107248
36060,TRIESTE,Al Ponterosso,Boschin Andrea,Piazza del Ponterosso,3,+39 040 2600312;+39 349 0925955,,alponterosso@hotmail.com,http://www.alponterosso.it,2,5,"Jan 01 - Jan 10, Jan 26 - Feb 15, Mar 10 - Mar 28, Apr 12 - Oct 14, Nov 01 - Nov 07, Nov 25 - Dec 31",45.6516102,13.7715839
39481,TRIESTE,Alla Scuderia,Schiavone Grazia,Via Monte San Gabriele,42,+39 040 568304;+39 334 7028973,,graziapaticchio@libero.it,,2,4,Apr 01 - Nov 15,45.6595354,13.7868225
45200,TRIESTE,Allo Scoglio,Grieco Ruggero,Via dello Scoglio,51,+39 040 2032367;+39 337 538750,+39 40575273,alloscoglio@libero.it,,3,6,"Jan 01 - Nov 06, Dec 05 - Dec 31",45.6575404,13.7960506
34640,TRIESTE,Battisti,Rizzitelli Andrea,Via Battistine,18,+39 040 3498350;+39 340 7069970,+39 040 9772039,info@bb-battisti.it,http://www.bb-battisti.it,3,6,"Jan 01 - Jan 04, Jan 11 - Feb 10, Feb 18 - Mar 15, Mar 20 - May 02, May 20 - Dec 31",,
43720,TRIESTE,Bbtrieste,Patrizia Garbassi,Via Gallerio,3,+39 347 0394312,,bedandbreakfasttrieste@gmail.com,http://www.bb-trieste.it,3,5,"Jan 01 - Jan 09, Jan 16 - Jan 31, Feb 06 - Dec 31",,
40241,TRIESTE,Bora di Trieste,Scherl Loredana,Via della Raffineria,8,+39 040 661988;+39 349 3511655,,boraditrieste@hotmail.com,http://www.boraditrieste.freshcreator.com,2,5,"Jan 01 - Jan 12, Jan 15 - Jan 25, Jan 29 - Feb 29, Mar 04 - Dec 31",45.6454713,13.7820734
3240,TRIESTE,Bramasole,Giacometti Chiara,Via dei Caldana,3,+39 338 3014621,,info@bramasoletrieste.it,http://www.bramasoletrieste.it,2,4,"Jan 01 - Jan 31, Feb 14 - Dec 31",45.6345353,13.7886691
2366,TRIESTE,Decò,Torregiani Davide,Scala al Belvedere,2,+39 040 411593;+39 329 2080021,,decobbtrieste@virgilio.it,http://www.decobbtrieste.tk,2,6,"Jan 01 - Jan 20, Feb 20 - Feb 27, Feb 28 - Dec 31",45.6593035,13.772193
44980,TRIESTE,Diana,Marchesich Diana,Via di Conconello,19,+39 040 211380;+39 349 5070323,,diana@bb-trieste.com,http://www.bb-trieste.com,2,3,"Jan 01 - Jan 09, Jan 16 - Nov 17, Nov 25 - Dec 31",45.6851998,13.7917372
40060,TRIESTE,Giulia,Gega Valentina,Via Giulia,53,+39 040 2413249;+39 339 2525103,,giuliabeb@gmail.com,http://www.bbgiulia.it,2,4,"Jan 01 - Feb 08, Feb 15 - Nov 07, Nov 14 - Dec 31",45.6548614,13.7913172
34220,TRIESTE,,Gallarati Fabio,Via del Ghirlandaio,13,+39 333 6268291   333 3592541,+39 040 393641,info@ilmelogranotrieste.it,http://www.ilmelogranotrieste.it,3,6,"Jan 01 - Jan 11, Jan 18 - Feb 10, Feb 12 - Feb 25, Mar 01 - Mar 09, Mar 14 - Jun 21, Jun 27 - Sep 21, Sep 26 - Dec 22",45.6418561,13.7869064
2601,TRIESTE,Katinando,Pugliatti Ferdinando,Via Como,14,+39 040 3220973;+39 338 9794455,+39 040 3220973,katinando@libero.it,,1,2,"Jan 01 - Jan 24, Feb 01 - Feb 23, Mar 01 - May 31, Jun 01 - Sep 30, Oct 01 - Dec 31",,
2582,TRIESTE,,,Località Cianal,100,+39 339 8464540,,info@lecasite.com,http://www.lecasite.com,4,8,"Jan 01 - Jan 25, Feb 05 - Nov 06, Nov 11 - Dec 31",,
42580,TRIESTE,Palazzo Panfilli,Lincetto Silvana,Via della Geppa,2,+39 335 434587,,info@palazzopanfilli.it,http://www.palazzopanfilli.it,3,8,"Jan 01 - Jan 10, Jan 29 - Feb 14, Mar 01 - Dec 31",45.655888,13.7717297
2440,TRIESTE,Panorama,Villa Liana,Via della Bellavista,77,+39 040 414956;+39 348 3800475,,bruno.cavicchioli@alice.it,http://www.bbpanorama.eu,2,4,"Jan 01 - Jan 17, Feb 22 - Nov 12, Nov 19 - Dec 31",45.6722343,13.7954939
2419,TRIESTE,Priscilla,Kravanja Maria,Via Pasquale Revoltella,6,+39 040 395941;+39 3497776298,,kravanja.maria@libero.it,,1,3,"Jan 01 - Jan 10, Jan 20 - Feb 20, Mar 01 - May 08, May 12 - Oct 18, Oct 23 - Dec 31",45.6425709,13.7887059
34940,TRIESTE,Santa Caterina,Vassilich Roberta,Via Santa Caterina,9,+39 335 6868099,,BBS.CATERINA@YAHOO.IT,,3,5,"Jan 01 - Jan 31, Feb 02 - Feb 22, Feb 26 - Dec 23, Dec 26 - Dec 31",45.6507903,13.7747769
47680,AQUILEIA,Casa di Giulia,Comelli Giuliamaria,Via Giulia Augusta,21,+39 0431 918742;+39 349 8429796,,info@casadigiulia.it,http://www.casadigiulia.it,3,8,"Mar 16 - Oct 31, Nov 01 - Nov 06, Nov 23 - Dec 31",45.7721882,13.3664542
2471,AQUILEIA,Casa Gioconda,Sfiligoi Rosanna,Via Bolivia,8,+39 0431 91208;+39 339 7868037  340 8541485,,info@casagioconda.it,http://www.casagioconda.it,1,2,"Mar 01 - Oct 31, Dec 01 - Dec 31",45.7767445,13.3674141
63520,AQUILEIA,,Altan Silvia,Località Beligna,38,+39 0431 919219,,staltan@teletu.it,,2,4,"Jan 01 - Jan 15, Mar 15 - Oct 15, Nov 15 - Dec 31",45.7603632,13.3730515
39320,AQUILEIA,Al Ramo Rosso,Dovier Gabriele,Via Livia,3,+39 338 9502215  380 5246103,+39 0431 917495,ramorosso@libero.it,,2,3,"Jan 01 - Jan 07, Feb 17 - Apr 11, Apr 24 - Nov 01, Dec 01 - Dec 31",45.76747,13.3650945
45280,AQUILEIA,Casa Disma,Mian Giovanni,Via Rosa Rosemberg,1,+39 0431 918659;+39 338 8270804,,,,3,6,"Mar 01 - May 20, May 25 - Jun 30, Jul 05 - Aug 20, Aug 25 - Oct 30",45.7774968,13.3734696
46940,AQUILEIA,Casa Maria,Bertogna Maria,Via Rosa Rosemberg,7,+39 0431 918659,,,,4,8,"Jan 10 - Jan 15, Feb 10 - Mar 15, Mar 28 - May 05, May 10 - Jun 30, Jul 05 - Aug 25, Aug 30 - Sep 30, Oct 10 - Nov 15",45.7773535,13.3734309
46941,AQUILEIA,Casa Norma,Lorenzut Norma,Via Rosa Rosemberg,19,+39 0431 918664,,,,4,8,"Mar 01 - Mar 28, Apr 01 - Apr 28, May 01 - Jun 28, Jul 01 - Aug 26, Sep 01 - Oct 30",45.7761835,13.3735171
40400,AQUILEIA,,Margaret Lee,Via Ruggero Grieco,5,+39 366 1431406,,lamagnoliabeb@libero.it,,1,2,"Jan 01 - Jan 15, Mar 15 - May 15, Jun 01 - Sep 30, Dec 01 - Dec 31",,
46942,AQUILEIA,,,Via Giulia Augusta,81,+39 0431 91452,,,,4,8,Mar 20 - Sep 20,45.7799838,13.3601966
49220,AQUILEIA,B&B Bassilla,Colpo Giuseppe,Via Virginia Tonelli,4,+39 0431 919101;+39 348 4056767,,bassilla@alice.it,http://bassilla.altervista.org,2,4,"Mar 05 - Oct 16, Dec 05 - Dec 31",,
63344,AQUILEIA,Fata Morgana,Polizzi Adele,Corso Antonio Gramsci,8,+39 333 3414018,,bbfatamorgana@gmail.com,,2,4,Apr 25 - Dec 31,45.7636936,13.3661935
56200,ARTA TERME,,Maria Cristina,Via Peressotti,56,+39 0433 92528,,cristina.pesamosca@gmail.com,,2,4,"Feb 08 - Feb 10, Feb 15 - Feb 17, Feb 22 - Feb 24, Mar 01 - Mar 17, Mar 29 - Oct 27, Nov 01 - Nov 03, Nov 29 - Dec 31",,
35500,ARTA TERME,,Ronco Daniela,Via Peressotti,36,+39 0433 928796;+39 348 0659019,+39 0433 468615,info@sotivolz.it,http://www.sotivolz.it,1,3,"Jan 01 - Jan 06, Jan 12 - Jan 14, Jan 19 - Jan 21, Jan 26 - Mar 03, Mar 09 - Mar 11, Mar 16 - Mar 18, Mar 23 - Apr 07",,
68300,ATTIMIS,Agane,Cericco Christian,Borgo Cancellier,25,+39 4321847986;+39 3388835582,,christian.cericco@hotmail.it,,3,5,"Mar 21 - May 22, Jun 03 - Jun 16, Jun 20 - Sep 11, Sep 26 - Oct 30",46.2033326,13.3438947
42440,ATTIMIS,Al Pettirosso,Martinuzzi Cristina,Piazza della Chiesa,1,+39 432789038,+39 432789757,,,3,5,"Jan 01 - Jan 31, Feb 16 - Dec 31",46.1668275,13.3254653
2511,ATTIMIS,Casa Giuly,Braidotti Giuliana,Via Canalutto,33,+39 0432 789294;+39 333 7245729,+39 0432 789294,,,2,3,Apr 01 - Oct 30,46.1703409,13.3299872
40040,ATTIMIS,Casa Tiziana,Longato Alessandro,Via Campolongo,30,+39 340 2415962,,,,2,3,"Apr 01 - Oct 01, Dec 01 - Dec 31",46.1921294,13.3156531
39400,BASILIANO,Villa Anita,Ferrazzutti Anita,Via Damiano Chiesa,107,+39 0432 848745;+39 320 0218972,+39 0432 848745,villanita.08@libero.it,http://www.villanita.com,3,6,Mar 01 - Nov 30,46.0424119,13.113758
48500,BERTIOLO,,Olivo Ermenegildo,Via Margherita,12,+39 339 4361865,,info@bebgildo.it,http://www.bebgildo.it,4,8,Jan 15 - Dec 15,45.9416407,13.0524057
44660,BERTIOLO,Salvia E Rosmarino,Brisotto Claudia,Piazza Mercato,7,+39 348 3042180,,snowleagle@yahoo.it,,3,7,"Jan 01 - Jan 09, Mar 01 - Nov 09, Dec 20 - Dec 31",45.9425688,13.0482058
36340,BUJA,Cip & Ciop,Calligaro Davide,Via Sopramonte,89,+39 0432 961351,,bedandbreakfastcipeciop@hotmail.it,http://www.bedandbreakfastcipeciop.it,2,6,"Jan 01 - Jan 15, Mar 01 - Nov 01, Dec 15 - Dec 31",46.2249859,13.1102766
62922,BUTTRIO,Antica Liscivaia,Todone Francesca,Via Tomasoni,3,+39 0432 674022,+39 0432 683270,francesca.todone@gmail.com,,1,3,Jan 01 - Dec 31,46.0170089,13.3362619
62923,BUTTRIO,,Todone Francesca,Via Tomasoni,3,+39 0432 674022,+39 0432 683270,francesca.todone@gmail.com,,2,5,Jan 01 - Dec 31,46.0170089,13.3362619
70500,BUTTRIO,B&B,Tondolo Raffaella,Via Rieppi, 29/3,+39 348 4402818,,raffy.sun@yahoo.it,,1,2,"Jan 01 - Oct 31, Dec 01 - Dec 31",46.0190134,13.3474579
2571,CAMINO AL TAGLIAMENTO,Diamante,Diamante Giuseppe,Via Caneva,1,+39 0432 919084;+39 338 1726193,,fam.diamante@libero.it,http://www.bedandbreakfastdiamante.it,2,4,"Mar 01 - Nov 05, Dec 03 - Dec 31",,
2517,CAMINO AL TAGLIAMENTO,Villa Francesca,Casaril Francesca,Via Tagliamento,34,+39 0432 919369;+39 339 1550310,+39 0432 919482,info@villafrancesca.org,,3,6,"Apr 05 - Apr 10, Apr 20 - Nov 05",45.9261922,12.9402534
52260,CAMPOFORMIDO,Benvenuti,Venuti Giancarlo,Via Cormor,81,+39 0432 237059,,ciaolaurav27@libero.it,,2,4,"Jan 01 - Jan 15, Mar 16 - Jun 16, Jul 01 - Aug 24, Sep 01 - Nov 20, Dec 01 - Dec 31",46.0371446,13.2187286
65381,CARLINO,B & B da Simon,Canciani Simonetta,Via Nimis,9,+39 0431 67607;+39 338 12340856,,simon.canciani@gmail.com,http://www.bb-dasimon.flazio.com,2,4,"Jan 01 - Jan 31, Apr 01 - Oct 31, Dec 01 - Dec 31",45.7758145,13.1684867
64140,CASSACCO,,Luisa Cristina,Via Palamazi,11,+39 340 3475828,,luisacris@virgilio.it,,2,5,"Jan 01 - Aug 10, Aug 20 - Oct 31, Dec 01 - Dec 31",46.1913626,13.1800036
35360,CASSACCO,Casa Gamberini Vista Castello,Gamberini Gilberto,Via Ellero,14,+39 0432 852273;+39 3479665627,+39 432881617,info@gilbertogamberini.it,,4,8,"Jan 21 - Jan 28, Mar 10 - Mar 20, May 06 - May 20, Jul 08 - Jul 19, Sep 09 - Sep 15, Nov 11 - Nov 28",,
42642,CASSACCO,Villa Gallici Deciani,Deciani Luigi,Via Gallici,27,+39 0432851487,+39 0432851487,info@deciani.it,http://www.deciani.it,3,6,Jan 15 - Dec 15,46.1825921,13.1962087
2377,CASTIONS DI STRADA,Bed&breakfast Basello,Basello Silviano,Vicolo Cornelio Gallo, 7/B,+39 0432 768743;+39 349 5643223,,basello.e@tiscali.it,http://www.basellosilviano.it,3,6,"Jan 01 - Sep 30, Oct 26 - Dec 31",45.9083235,13.1873041
50360,CAVAZZO CARNICO,A Li Dal Cuac,Rulli Mattia,Via San Rocco,30,+39 347 4327750     388 7623189,,rullimattia@libero.it,,4,5,"Jan 01 - Jan 15, Apr 01 - Nov 15, Dec 15 - Dec 31",46.3695238,13.043249
60540,CAVAZZO CARNICO,Cjase Me,Ceretti Barbara,Villaggio Navalascia,4,+39 3477726918,,bbcjaseme@gmail.com,,2,4,Aug 20 - Dec 31,46.3541,13.0520736
33760,CERCIVENTO,,Stales William,Via di Sot,51,+39 329 6636487  346 5982771,,inplait@yahoo.it,http://www.inplait.com,3,6,"Jan 01 - Mar 20, Apr 01 - Apr 25, May 01 - May 25, Jun 01 - Jun 30, Jul 08 - Sep 15, Oct 01 - Oct 20, Nov 01 - Nov 15",46.5275091,12.9918453
2413,CERVIGNANO DEL FRIULI,Casa Breta,Versolatto Rita,Via Carnia,15,+39 0431 31803;+39 347 3391362,+39 0431 382320,casabreta@tiscali.it,,4,8,Mar 01 - Dec 31,45.8308888,13.3317723
38720,CERVIGNANO DEL FRIULI,Villa Vitas,Vitas Elisabetta,Via San Marco,3,+39 0431 93083;+39 393 9254294,+39 0431 93101,elisabetta.vitas@libero.it,http://www.villavitas.it,2,6,"Jan 01 - Jan 15, Apr 01 - Oct 30, Dec 15 - Dec 31",45.8616712,13.3223604
35940,CERVIGNANO DEL FRIULI,A Casa Azzurra di Alice,Salvador Giuliana,Via Trieste,94,+39 0431 30552;+39 338 7469658,,salvador.giuliana@gmail.com,,2,3,"Jan 01 - Feb 15, Mar 01 - Oct 15, Nov 01 - Dec 31",45.820432,13.341931
34020,CERVIGNANO DEL FRIULI,A Casa di Rossana,Felicetti Rosanna,Via Dante Alighieri,13,+39 0431 32540;+39 329 2670741,,rosanna.felicetti@libero.it,http://www.bbfriuli.it,2,4,"May 10 - Sep 20, Oct 30 - Dec 10",45.8212112,13.3354511
50900,CERVIGNANO DEL FRIULI,,Buttignon Sandra,Via L. Chiozza,43,+39 0431 909983;+39 346 4310890,,sandrabuttignon@tiscali.it,,2,6,Mar 01 - Oct 10,45.8219549,13.3513387
72082,CERVIGNANO DEL FRIULI,Casa Giacinta,Zorzenon Alessandra,Via dei Campi,18,+39 349 2165695,,alessandrasorsenon@gmail.com,,1,2,Jan 01 - Dec 31,45.8158203,13.3380989
49221,CERVIGNANO DEL FRIULI,,Del Riso,Via dei Castelli,21,+39 388 9255212,+39 0431 19892056,info@castellodistrassoldo.it,http://www.castellodistrassoldo.it,4,4,Mar 15 - Nov 15,45.8608919,13.3233796
33881,CIVIDALE DEL FRIULI,Da Gilberto,Pavan Gilberto,Via Gagliano, 40/3,+39 0432 730107;+39 334 9158540,,info@locandadagilberto.it,http://www.locandadagilberto.it,3,8,"Jan 01 - Jan 08, Feb 15 - Dec 31",46.0742631,13.4354196
51540,CIVIDALE DEL FRIULI,Domus Iulii,Paiani Francesca,Borgo Poiana,8,+39 333 6737042  347 7776179 dopo ore 12.00,,domusiulii@alice.it,,4,8,"Jan 01 - Feb 03, Feb 09 - Nov 05, Nov 15 - Dec 31",,
2567,CIVIDALE DEL FRIULI,,Nadalut Claudia,Via Premariacco, 81/83,+39 0432 731605;+39 349 0980657,+39 0432 731605,lapiccolafattoria@alice.it,http://www.lapiccolafattoria.eu,2,4,"Jan 01 - Jan 31, Feb 10 - Dec 31",46.0873752,13.4166924
59880,CIVIDALE DEL FRIULI,,Anna Maria,Piazza San Giovanni, 22/3,+39 335 7071898,,Piccola.Corte.Cividale@gmail.com,,2,3,"Jul 07 - Nov 15, Dec 01 - Dec 31",46.095101,13.4317152
58020,CIVIDALE DEL FRIULI,Sot La Mont,Zanutto Valnea,Strada di Gradois,60,+39 328 7117259,,,,3,7,,46.110218,13.4578328
55720,CIVIDALE DEL FRIULI,Aurora,Scubla Elisa,Vicolo San Nicolò,11,+39 388 1272741,,info@bedandbreakfastcividale.it,http://www.bedandbreakfastcividale.it,2,4,Jan 01 - Dec 31,,
62160,CIVIDALE DEL FRIULI,,Fulvio Mario,Via Alcide de Gasperi,7,+39 0432 733459;+39 347 2313594,+39 0432 733459,marioavifu@libero.it,,3,5,Nov 21 - Dec 31,46.0915284,13.4278738
71524,CIVIDALE DEL FRIULI,Ca Neva,Armellini Gianna,Via San Giorgio, 21/1,+39 348 7145178   340 2614461,,gianna.armellini@gmail.com,,4,8,Apr 01 - Oct 31,46.0821598,13.4274625
2557,CIVIDALE DEL FRIULI,Casa Ivana,Maion Gino,Via Roncuz,6,+39 0432 730036,,,,2,4,Mar 01 - Nov 30,46.1018017,13.4757661
33421,CIVIDALE DEL FRIULI,Da Renza,Rossi Bruno,Via Antonio Mattioni,26,+39 0432 733203;+39 339 4206518,,renzabruno@libero.it,,2,5,"Apr 01 - May 30, Jul 01 - Jul 30, Aug 18 - Oct 30",46.0904221,13.4173376
2654,CIVIDALE DEL FRIULI,Il Gelsomino,Dominissini Francesca,Via Matteotti, 11/2,+39 0432 731962,,,,2,4,"Mar 01 - Jun 30, Jul 10 - Aug 25, Sep 15 - Dec 30",,
2503,CIVIDALE DEL FRIULI,Le Azalee,Pecorari Danilo,Via dei Miani,18,+39 347 5509280,,,,2,5,"Jan 01 - Jan 10, Mar 01 - Oct 31, Nov 30 - Dec 31",46.0850567,13.4294509
2634,CIVIDALE DEL FRIULI,Le Margherite,Vogrig Rosina,Via Michele Leicht,19,+39 0432 733172,+39 0432 733172,rosinavogrig@gmail.com,,2,4,"Mar 26 - Aug 12, Aug 26 - Dec 23",46.0969888,13.4405768
2415,CIVIDALE DEL FRIULI,Marisa,Canzutti Marisa,Via Purgessimo, 40/1,+39 348 9205741,+39 0432 700119,ccmarisa@libero.it,,3,6,Jan 07 - Dec 24,46.094849,13.4509975
33880,CIVIDALE DEL FRIULI,Villa Ester,Simonitti Dea,Via Anton Giulio Cavarzerani,39,+39 0432 733324;+39 333 9830787,,villa.ester@alice.it,,2,4,"Mar 15 - Oct 31, Dec 01 - Dec 31",46.0894383,13.4178916
2430,CIVIDALE DEL FRIULI,Al Nid,Boscutti Carlo,Via Premariacco, 89/4,+39 346 2363950,,al-nid@libero.it,,3,6,"Jan 01 - Feb 15, Mar 01 - Dec 31",46.0873752,13.4166924
71561,CIVIDALE DEL FRIULI,,Rucli Manuela,Via Gagliano, 30/B,+39 347 9972696,,bandbergira@gmail.com,,3,8,Jan 01 - Dec 31,46.0742631,13.4354196
34700,CIVIDALE DEL FRIULI,,Rafael Angel,Via Borgo San Domenico, 3/2,+39 0432 732594;+39 339 2181841,+39 0432 732594,casacarbonara@gmail.com,http://www.casacarbonara.com,2,6,"Jan 01 - Jan 03, Jan 05 - Dec 31",46.0977205,13.4285643
41740,CIVIDALE DEL FRIULI,Da Patty,Vogrig Silvana,Via Monte Matajur,8,+39 0432 701084;+39 340 9548411,+39 0432 701084,bebpatty@libero.it,,2,3,"Jan 01 - Jan 10, Apr 01 - Dec 31",46.0960881,13.4328919
62920,CODROIPO,,Maria Rosa,Via Roveredo,4,+39 0432 909713;+39 347 3105216,,beb.fioridimaggio@gmail.com,,3,6,"Apr 21 - Sep 27, Oct 29 - Nov 08, Dec 02 - Dec 31",45.908616,13.0042172
47821,CODROIPO,Abbastanza,Scanferlato Chiara,Vicolo Chiuso,23,+39 432900100;+39 3498197512,,c.scanferlato@gmail.com,,1,2,Sep 01 - Sep 30,45.995637,13.025972
63341,CODROIPO,Rossella,Tosatto Rossella,Via Ferrovia,6,+39 0432 907815;+39 338 6618732,,rossella.tosatto@gmail.com,,1,2,Jan 01 - Nov 30,45.9958446,13.0270636
41860,CODROIPO,,Picchio Rosso,Via Piave,38,+39 0432 904350;+39 348 8295875  348 4084016,+39 0432 904350,giuli.danieli@email.it,http://www.alpicchiorosso.it,2,4,"Jan 01 - Feb 01, Feb 20 - Dec 31",45.9624301,12.9717011
64680,COLLOREDO DI MONTE ALBANO,Casa E Natura,Mercogliano Gilda,Via E. Ellero,51,+39 0432 889783;+39 339 2496244,,amministrazione@praticabenessere.it,,1,4,"Mar 15 - Aug 16, Sep 01 - Dec 10",,
66080,COLLOREDO DI MONTE ALBANO,Nella Terra di Mezzo,Presello Marco,Via San Daniele,7,+39 335 6791572,,marco_pisi@pec.it,http://www.nellaterradimezzo.com,2,7,Mar 01 - Dec 31,46.1455251,13.0920519
57120,COLLOREDO DI MONTE ALBANO,B&B Dora,Lodolo Clara,Via Lauzzana,56,+39 339 3979449,,bedbreakfastdora@gmail.com,,3,5,"Jan 01 - Sep 20, Dec 20 - Dec 31",46.1603374,13.1331169
51360,CORNO DI ROSAZZO,,Arrigoni Laura,Località Gramogliano, 13/B,+39 333 9788898,,bblacasadelpozzo@gmail.com,,2,4,Apr 01 - Oct 15,46.0025593,13.446419
50481,CORNO DI ROSAZZO,,La Salette,Via Papa Giovanni XXIII°,12,+39 0432 759655;+39 348 7155211,,laura.crucil@libero.it,,2,4,Apr 01 - Oct 31,,
65901,CORNO DI ROSAZZO,Al Gjal,Pezzano Patrizia,Via Casali,3,+39 0432 753513,+39 0432 753513,,,3,6,Apr 01 - Oct 31,,
2424,CORNO DI ROSAZZO,Casa 2 Tigli,Carpenetti Umberto,Via San Martino,4,+39 0432 753263;+39 320 6314851,+39 0432 753263,casaduetigli@yahoo.it,http://www.casaduetigli.it,3,6,"Mar 20 - Jul 05, Jul 20 - Dec 31",45.9788265,13.4461503
34000,CORNO DI ROSAZZO,,,Via Judrio,14,+39 432759090;+39 3381503163,,,,3,6,Feb 01 - Dec 31,45.9879769,13.4485927
36380,COSEANO,,Anna Maria,Via del Varmo,54,+39 0432 862012;+39 340 8682502,+39 0432 862012,haiprofumidicampagna@alice.it,,2,4,Jan 01 - Oct 31,46.086037,12.9901716
39500,COSEANO,Borc di Sore,Baldassi Michela,Via Maggiore,28,+39 328 0275561,,kismo@tiscali.it,http://www.alcacciatore.it,3,5,"Jan 01 - Jan 31, Mar 01 - Sep 30, Dec 01 - Dec 31",46.0601327,13.0311537
2623,DIGNANO,Casa Pirona,Bortolan Maria,Via Garibaldi,25,+39 0432 951215;+39 339 6813452,+39 0432 200875,emanuelecojutti@libero.it,,3,6,Apr 15 - Oct 15,44.9598704,13.8495412
38980,DIGNANO,Casa Regina,Orlando Ludovico,Via Cavour,11,+39 0432 956478;+39 334 6844944,+39 0432 956478,or.amelio@alice.it,,2,4,"Jan 01 - Jan 15, Mar 01 - Nov 01, Dec 01 - Dec 31",,
2496,DRENCHIA,Arcobaleno,Cicigoi Diego,Località Drenchia Inferiore,14,+39 3928129640,,,,1,2,Jun 01 - Sep 30,46.1830893,13.6355921
2497,DRENCHIA,Le Ortensie,Tomasetig Luigia,Località Piuma,5,+39 0432 721055,+39 0432 721055,le_ortensie@libero.it,,3,6,Jun 01 - Sep 30,,
